Title,Description,Caller,Assignment group
can access hr tool etime,  from  dear help desk can access hr tool etime see below error  the page you are trying reach not available internal server error was raised  jdamieul fandyhgg senior staff engineer  ,zywoxerf paqxtrfk,GRP_0
wifi not working  webpages not loading ,wifi not working  webpages not loading ,udetjzmn ayueswcm,GRP_0
delay presenting the cal the polycom phone,when call comes its first presented the computer screen and only few sec later the phone starts ringing the time between around sec ,atlwdyej vtlhzbix,GRP_7
user manager manager pointing wrongly vtykrubi whsipqno,examples given shesyhur reports davidthd and davidthd should reporting chukhyt and not ron like wise managing director should reporting  this only happened records being updated today see attached screenshots ,cfzsajbe lyejkdho,GRP_40
call from vendor about crm,call from vendor about crm,rbozivdq gmlhrtvp,GRP_0
uacyltoe hxgaycze,uacyltoe hxgaycze,rxoluzhy pnutohms,GRP_36
handscanner pc evhw ohne funktion  rep oder ersetzen ,handscanner pc evhw ohne funktion  rep oder ersetzen in halle bei erp terminal ,ljxzyriq zqxkrcev,GRP_33
i can get logged into outlook  the problem started thursday october around  reichlhdyl, usa skype working ,xkmvpaei fizqoprk,GRP_0
erp access issue  not authorized for transaction in sid ,system sid  sid  sid  sid  hrp other  sid  enter user of user having the issue hellej transaction code the user needs was working with  describe the issue m not authorized for transaction in sid  please find attached the error message you are getting not authorized message recreate the condition then  nsu and attach result the ticketing tool ticket provide access the same this other user maryhtutina bauuyternfeyt,pkjhmfgc zuvjqgwa,GRP_2
please reset the password ,please reset the password ,toeibhlp gukqjwnr,GRP_7
job job failed job scheduler      ,  job job failed job scheduler      ,bpctwhsn kzqsbmtp,GRP_8
pc defekt,empw  defekt code  blue screen,vpnraqfk pgocqjbu,GRP_33
crm buttons,i have recently upgraded our calendar  outlook the crm software upgrade not have the track and set regarding toolbar selections seen the snap shot below the install did not complete need the server side synchronization incoming emails corrected and the crm application permissions for  that not correct and you believe to another issue let know  this not phone issue thus notebook issue please review the snap shots sent and advise ,ktcvsagx vftapxuc,GRP_22
network outage russia engineering toolkuznetsk site down  et   ,what type outage  network   circuit   power please specify what type outage  top cert site        yes na   when did start     et      scheduled maintenance  power     yes na   company power    provider power            scheduled maintenance  network     yes na   company maint  yes    provider maint ticket     does site have backup circuit     yes na   backup circuit active      yes na   site contact notified phone email      yes na   remote dial     yes na   equipment reset      yes na   verified site working backup circuit      yes na   vendor ticket   global telecom  verizon telecom vendor  telecom vendor          notified gsc     yes na   cert started    yes na    additional diagnostics,bozdftwx smylqejw,GRP_8
job job failed job scheduler      ,  job job failed job scheduler      ,bpctwhsn kzqsbmtp,GRP_6
install drucker ewew hnyeajrw ctxjsolz,install drucker ewew hnyeajrw ctxjsolz,hnyeajrw ctxjsolz,GRP_24
install drucker ewew lxfnwyuv bqmjyprz,install drucker ewew lxfnwyuv bqmjyprz,lxfnwyuv bqmjyprz,GRP_24
printing language reporting rfumsv ,please complete all required questions below  not will returned back the gsc  requester provide required information   gsc review ticket not able resolve then please assign appropriate group per your printer problem assignment flowchart    printer name  make  model  laserjet x     detailed description the problem  wrong carahcters printing reporting rfumsv  error message pjl enter language pcl    type documents not printing  reporting rfumsv tax sls purch advanced return    what system application being used time the problem   erp    not printing all does respond ping command the network and has power cycle the printer been completed prints but with wrong language characters    erp system which system  sid      it erp printer problem can the erp output rerouted another erp printer temporarily  tried another erp printer issue persits the same     what printer can be rerouted too not applicable    document not printing correctly please scan copy the document and attach the ticketing tool ticket  file attached nia pereira accounting and report analyst finance  ,ojhiaubp lovgirtm,GRP_33
kindly install software paint shop and winzip,kindly install software paint shop and winzip,fcqxdusv zvkbhayo,GRP_28
install drucker oziflwma nhgvmqdl,install drucker oziflwma nhgvmqdl,vrfpyjwi nzhvgqiw,GRP_24
ben tige eine zahlenblock tastatur r linke hand ,hallo ben tige eine zahlenblock tastatur r linke hand ,wtgbdjzl coliybmq,GRP_24
eu tool uft sehr langsam werk germany ckmeldungen nnen nicht mehr eingegeben werden laufzeitfehler ,aktuell nnen keine ckmeldungen eu tool eingegeben werden fehler laufzeitfehler ,lpnzjimy mwtvondq,GRP_25
stocktransfer goes not    ,   hello all ist not possible create the delivery note  best ,mgahlpwx jwtfpaxh,GRP_6
job job failed job scheduler      ,  job job failed job scheduler      ,bpctwhsn kzqsbmtp,GRP_6
ethics webportal login issue,not able login ethics website please find the screenshot for the same and kindly help regarding this issue ,fmjwzstr yjotleqg,GRP_0
pulverleitstand and chargenverwaltung doesn work corectly,pulverleitstand and chargenverwaltung doesn work correctly either runs very slow it crashes down there are error messages all the time tool also runs very slow ,jltebswi zmvohjws,GRP_25
job job failed job scheduler      ,  job job failed job scheduler      ,bpctwhsn kzqsbmtp,GRP_8
job job failed job scheduler      ,  job job failed job scheduler      ,bpctwhsn kzqsbmtp,GRP_8
automatische datenaufbereitung geht nicht,automatische datenaufbereitung geht nicht,tbioceqj ukjietwz,GRP_33
account locked ad,account locked ad,mtcywlxv cklzmxyr,GRP_0
circuit outage germany company deu erkheim dmvpn rtr down since   et    ,what type outage  network   circuit   power please specify what type outage  top cert site        yes na   when did start      et      scheduled maintenance  power     yes na   company power    provider power            scheduled maintenance  network     yes na   company maint  yes    provider maint ticket     does site have backup circuit   yes   yes na   backup circuit active   yes    yes na   site contact notified phone email      yes na   remote dial     yes na   equipment reset      yes na   verified site working backup circuit      yes na   vendor ticket   global telecom  verizon telecom vendor  telecom vendor          notified gsc     yes na   cert started    yes na    additional diagnostics,utyeofsk rdyzpwhi,GRP_8
outlook not working,   good morning yesterday started outlook the morning every morning started very quick but when tryed open mail  white screen tried several new computer starts but nothing changed decided work via collaboration platform and m doing this right now well because today had the same negative result with outlook start was quick and that chance read email write one please have alook into this matheywter because working via collaboration platform sless comfortable and slowing down ,krilnmcs chpkeyqb,GRP_0
dba team the imwveudk mykcourx processor has stopped again please restart ,dba team the job processor the engg application has stopped again please restart soon possible dmqxwkfr olmwqzpu ,dmqxwkfr olmwqzpu,GRP_58
plant plant   tool system running very slowly big problems enter the productions plans,plant plant   tool system running very slowly big problems enter the productions plans,wckrxovs aunsgzmd,GRP_25
abend job bkwin tax interface daily,job name bkwin tax interface daily,jloygrwh acvztedi,GRP_8
purchasing online katalog technischer handel funkioniert nicht,purchasing online katalog technischer handel funkioniert nicht,ryaudfxm shjdaolm,GRP_0
routing fix germany,please add static route the lan switch germany ensure access the shop floor network not disrupted during downtime the vpn router company deu germany emsw core conf route           exit copy running config startup config ,smpijawb eawkpgqf,GRP_4
need access,  from  hello need access email address modify and when required please provide the access for below mentioned mailing address bnthygl pdu hdjm bhrtty pdlc yhhm with best ,tcbonyes gpfacron,GRP_0
erp sid account locked ,erp sid account locked ,ypcudwsf phvatzje,GRP_0
hrt archive jobs are failing,hrt archive jobs are failing with error ora  the account locked connect database instance hrt failed,jloygrwh acvztedi,GRP_1
job bkwin tax interface dev daily failed job scheduler      ,  job bkwin tax interface dev daily failed job scheduler      ,bpctwhsn kzqsbmtp,GRP_8
job job failed job scheduler      ,  job job failed job scheduler      ,bpctwhsn kzqsbmtp,GRP_8
ticket update inplant ,ticket update inplant ,fumkcsji sarmtlhy,GRP_0
i cannot extract finance app data  pls resolve immediately,  from   uagqromi sqgtkmci controller  mailto   company posts  select the following link view the disclaimer an alternate language ,uagqromi sqgtkmci,GRP_55
unable install crm for outlook,unable install crm for outlook,itslpwra vybdkuoa,GRP_0
ticket update inplant ,ticket update inplant ,fumkcsji sarmtlhy,GRP_0
job job failed job scheduler      ,  job job failed job scheduler      ,bpctwhsn kzqsbmtp,GRP_13
outlook programdnty takes about min load,outlook programdnty takes about min load,itslpwra vybdkuoa,GRP_0
password reset login hub ,password reset login hub ,wbgxieyh zvasjtdc,GRP_0
need access folder ,   hello need access quality folder lan drive usa ,umdyvbxo qwzstijr,GRP_12
engineering tool page not opening,engineering tool page not opening,lwgytuxq qspdztiw,GRP_0
analysis add keeps getting removed,analysis add keeps getting removed,tjlgzkbp iervwjzg,GRP_0
account locked out  ad,account locked out  ad,qifzkoej etbmgjvo,GRP_0
sales order generated  delivery date despite the order being markhtyed for day air why ,nibaotpy vmxathog  ,nibaotpy vmxathog,GRP_13
erp sid account unlock,erp sid account unlock,slkxgzdj wxpytevu,GRP_0
circuit outage usa dmvpn rtr down since     primary up ,what type outage  network   circuit   power please specify what type outage  top cert site     slo mins    yes na   when did start         scheduled maintenance  power     yes na   company power    provider power            scheduled maintenance  network     yes na   company maint  yes    provider maint ticket     does site have backup circuit   yes   yes na   backup circuit active   yes    yes na   site contact notified phone email      yes na   remote dial     yes na   equipment reset      yes na   verified site working backup circuit      yes na   vendor ticket   global telecom  verizon telecom vendor  telecom vendor          notified gsc     yes na   cert started    yes na    additional diagnostics,spxqmiry zpwgoqju,GRP_8
